player_name_clean,first_year,final_year,seasons_played,total_games,avg_pts,career_span,is_one_and_done
Justin Thomas,2009,2021,5,108,4.59,13,False
Cj Gettys,2013,2017,5,99,4.55,5,False
Anthony Durham,2015,2019,5,123,4.52,5,False
Jibri Bryan,2012,2016,5,93,4.5,5,False
Anthony Wright,2009,2018,5,134,4.48,10,False
Devon Walker,2013,2017,5,153,4.41,5,False
Donnavan Kirk,2010,2014,5,101,4.38,5,False
Scooter Gillette,2010,2014,5,131,4.38,5,False
Albert Almanza,2015,2019,5,109,4.33,5,False
Andrew Steele,2009,2013,5,91,4.33,5,False
Aubrey Williams,2013,2017,5,90,4.33,5,False
Jr Sims,2010,2014,5,105,4.31,5,False
Keith Matthews,2011,2019,5,155,4.31,9,False
Caden Dickerson,2010,2014,5,122,4.3,5,False
Nate Buss,2012,2021,5,92,4.29,10,False
Monty Boykins,2014,2018,5,102,4.28,5,False
Clevon Brown,2017,2021,5,124,4.24,5,False
Michel Enanga,2013,2017,5,108,4.24,5,False
Josh Bonney,2009,2013,5,110,4.21,5,False
John Peterson,2009,2013,5,100,4.2,5,False
Leron Barnes,2012,2016,5,111,4.2,5,False
Antone Christian,2010,2014,5,87,4.1,5,False
Wil Bathurst,2015,2019,5,91,4.09,5,False
Josh Henderson,2012,2016,5,104,4.06,5,False
Aaron Wright,2012,2016,5,129,4.05,5,False
Drew Edwards,2016,2020,5,134,4.02,5,False
Petr Herman,2015,2019,5,105,3.97,5,False
Marcus Hall,2010,2019,5,93,3.96,10,False
Cadarian Raines,2010,2014,5,112,3.93,5,False
Sam Green,2017,2021,5,59,3.93,5,False
Joel Vander Pol,2010,2014,5,110,3.92,5,False
Erik Buggs,2009,2013,5,129,3.89,5,False
Dontay Hampton,2009,2013,5,88,3.88,5,False
Damarion Geter,2014,2019,5,120,3.87,6,False
Demarco Cox,2011,2015,5,132,3.87,5,False
Reilly Walsh,2016,2020,5,86,3.86,5,False
Nathan Bain,2016,2020,5,96,3.8,5,False
Sanjay Lumpkin,2013,2017,5,137,3.8,5,False
Gabe Brown,2015,2021,5,102,3.77,7,False
Lance Thomas,2009,2021,5,130,3.75,13,False
Tony Nixon,2010,2014,5,106,3.74,5,False
Hooper Vint,2012,2016,5,98,3.72,5,False
Ben Cherry,2010,2014,5,106,3.67,5,False
Christian Willis,2017,2021,5,84,3.6,5,False
Dj Jackson,2013,2021,5,110,3.6,9,False
Jon Horford,2011,2015,5,136,3.59,5,False
Lorenzo Edwards,2017,2021,5,98,3.58,5,False
Reggie Groves,2010,2014,5,123,3.55,5,False
Jordy Kuiper,2014,2018,5,111,3.47,5,False
Dwight Tarwater,2011,2015,5,110,3.46,5,False
Will Bogan,2009,2013,5,113,3.46,5,False
Nate Austin,2012,2016,5,146,3.42,5,False
Dylan Sherwood,2012,2016,5,116,3.4,5,False
Riley Barker,2011,2015,5,108,3.32,5,False
Andre Washington,2013,2019,5,134,3.29,7,False
Aaron Bowen,2011,2015,5,110,3.16,5,False
Ami Lakoju,2015,2019,5,84,3.16,5,False
Evan Wessel,2012,2016,5,119,3.14,5,False
David Onuorah,2014,2018,5,114,3.02,5,False
Keon Williams,2010,2019,5,125,3.0,10,False
Joshea Singleton,2012,2016,5,58,2.97,5,False
Ben Carter,2013,2019,5,113,2.94,7,False
Peter Jurkin,2013,2018,5,89,2.94,6,False
Bradley Hayes,2013,2017,5,95,2.93,5,False
Hank Hollingsworth,2017,2021,5,93,2.87,5,False
Ryan McCoy,2009,2015,5,132,2.84,7,False
Cole Martinez,2013,2017,5,105,2.78,5,False
Maxwell Lenox,2012,2016,5,78,2.77,5,False
David Wacker,2015,2019,5,116,2.75,5,False
Mike Edwards,2009,2019,5,128,2.72,11,False
Will Adams,2012,2017,5,121,2.68,6,False
Trey Anderson,2010,2021,5,85,2.66,12,False
Christian Turner,2017,2021,5,138,2.65,5,False
Seth Berger,2014,2018,5,120,2.65,5,False
Cameron Lewis,2009,2019,5,105,2.64,11,False
Johncarlos Reyes,2016,2020,5,122,2.62,5,False
Renaldo Woolridge,2009,2013,5,112,2.54,5,False
Akoy Agau,2014,2019,5,100,2.41,6,False
Mikhail McLean,2011,2015,5,98,2.37,5,False
Claybrin McMath,2010,2014,5,113,2.34,5,False
Julian Moore,2014,2018,5,141,2.3,5,False
Brandon Ford,2009,2015,5,118,2.27,7,False
Austin Etherington,2012,2016,5,115,2.24,5,False
Jeremy Jones,2012,2019,5,139,2.13,8,False
Isaiah Felder,2016,2021,5,93,2.1,6,False
Luka Radovic,2012,2017,5,116,2.1,6,False
Jonathan Davis,2012,2021,5,74,2.09,10,False
Tj Dileo,2009,2013,5,125,2.01,5,False
Grant Verhoeven,2013,2017,5,115,1.99,5,False
Jordan Vandenberg,2010,2014,5,108,1.99,5,False
Kevin Gray,2011,2015,5,123,1.96,5,False
Jonathan Graham,2011,2015,5,120,1.95,5,False
Stephan Van Treese,2010,2014,5,126,1.87,5,False
Laquentin Collins,2015,2019,5,70,1.85,5,False
Fallou Ndoye,2015,2019,5,93,1.81,5,False
Aaron Williams,2010,2016,5,82,1.78,7,False
Davon Jones,2009,2013,5,70,1.72,5,False
Jordan Ash,2016,2020,5,119,1.72,5,False
Dylan Jones,2014,2019,5,72,1.66,6,False
Jordan Smith,2012,2016,5,66,1.61,5,False
Lucas Jones,2009,2019,5,79,1.59,11,False
Kobe Wilson,2017,2021,5,90,1.52,5,False
Chad Johnson,2011,2015,5,126,1.47,5,False
Aleks Abrams,2015,2019,5,102,1.37,5,False
Chris Carter,2010,2015,5,46,1.34,6,False
Devon Carter,2013,2017,5,86,1.32,5,False
Alain Chigha,2014,2018,5,97,1.24,5,False
Chris Williams,2010,2019,5,55,1.21,10,False
Logan Routt,2016,2020,5,104,1.15,5,False
Jonathan Lewis,2009,2013,5,100,1.03,5,False
Matt Cimino,2015,2019,5,80,0.96,5,False
Dan Dwyer,2015,2019,5,86,0.95,5,False
Lawrence Brown,2009,2016,5,97,0.93,8,False
Pierre Jordan,2009,2013,5,88,0.93,5,False
John Moran,2013,2017,5,49,0.92,5,False
Zach Saylor,2009,2014,5,89,0.86,6,False
Nick Mason,2009,2013,5,67,0.79,5,False
Kyle Brown,2015,2019,5,91,0.73,5,False
Kyle Thompson,2015,2021,5,26,0.56,7,False
Ted Bancroft,2011,2015,5,93,0.55,5,False
Ryan Keenan,2010,2017,5,61,0.53,8,False
Jordan Turner,2010,2021,5,53,0.51,12,False
Aaron Smith,2009,2013,5,34,0.47,5,False
David Tillman,2014,2018,5,86,0.47,5,False
Jake Baughman,2017,2021,5,37,0.41,5,False
Chris Clemons,2016,2019,4,119,24.62,4,False
Mike Daum,2016,2019,4,128,22.35,4,False
Jhivvan Jackson,2018,2021,4,103,21.96,4,False
Doug McDermott,2011,2014,4,145,21.91,4,False
Cj McCollum,2010,2013,4,110,21.81,4,False
Markus Howard,2017,2020,4,128,21.6,4,False
Jermaine Marrow,2017,2020,4,118,20.88,4,False
Terry Taylor,2018,2021,4,119,19.87,4,False
Tyler Haws,2010,2015,4,135,19.65,6,False
Jon Elmore,2016,2019,4,131,19.45,4,False
Zeek Woodley,2014,2017,4,92,19.32,4,False
Qj Peterson,2014,2017,4,101,19.24,4,False
Damian Lillard,2009,2012,4,96,19.05,4,False
Grant Riller,2017,2020,4,127,18.88,4,False
Jerrick Harding,2017,2020,4,114,18.73,4,False
Fletcher Magee,2016,2019,4,123,18.71,4,False
Damon Lynn,2014,2017,4,107,18.67,4,False
Nick Mayo,2016,2019,4,117,18.62,4,False
Nate Wolters,2010,2013,4,121,18.56,4,False
Garrison Mathews,2016,2019,4,126,18.4,4,False
Obi Emegano,2012,2016,4,94,18.32,5,False
Luka Garza,2018,2021,4,127,18.3,4,False
Ryan Daly,2017,2021,4,97,18.14,5,False
Charles Williams,2017,2020,4,125,18.1,4,False
Dallas Moore,2014,2017,4,123,18.02,4,False
Andrew Rowsey,2014,2018,4,124,17.97,5,False
Sa'Eed Nelson,2017,2020,4,118,17.94,4,False
Colt Ryan,2010,2013,4,124,17.92,4,False
Devon Saddler,2011,2014,4,124,17.92,4,False
Colbey Ross,2018,2021,4,121,17.85,4,False
Tookie Brown,2016,2019,4,121,17.85,4,False
Nick Barbour,2009,2012,4,110,17.82,4,False
Jared Brownridge,2014,2017,4,123,17.8,4,False
Alec Peters,2014,2017,4,125,17.77,4,False
Dj Balentine,2013,2016,4,134,17.73,4,False
Justin Wright-Foreman,2016,2019,4,121,17.73,4,False
Eugene German,2017,2020,4,118,17.66,4,False
Jon Davis,2016,2019,4,119,17.64,4,False
Yoeli Childs,2017,2020,4,119,17.63,4,False
Myles Powell,2017,2020,4,129,17.57,4,False
D'Angelo Harrison,2012,2015,4,124,17.44,4,False
Matt Lewis,2018,2021,4,106,17.38,4,False
Kellan Grady,2018,2021,4,114,17.37,4,False
Stan Okoye,2010,2013,4,109,17.27,4,False
Jack Gibbs,2014,2017,4,116,17.25,4,False
Shane Gibson,2009,2013,4,121,17.21,5,False
Joseph Young,2012,2015,4,129,17.18,4,False
Jonathan Stark,2014,2018,4,124,17.16,5,False
Jordon Varnado,2016,2019,4,107,17.15,4,False
Chavaughn Lewis,2012,2015,4,124,17.13,4,False
Travis Bader,2011,2014,4,131,17.11,4,False
Nathan Knight,2017,2020,4,119,17.1,4,False
Jahmal McMurray,2016,2019,4,90,17.08,4,False
Garret Covington,2014,2017,4,103,17.04,4,False
Andrew Nicholson,2009,2012,4,122,17.03,4,False
Shawn Long,2013,2016,4,125,17.01,4,False
Jahad Thomas,2015,2018,4,106,16.99,4,False
Alex Francis,2011,2014,4,121,16.97,4,False
Khallid Hart,2014,2017,4,110,16.93,4,False
Jaylen Adams,2015,2018,4,110,16.92,4,False
Markeith Cummings,2010,2013,4,117,16.87,4,False
Keaton Wallace,2018,2021,4,111,16.77,4,False
Aj English,2013,2016,4,112,16.73,4,False
Trey Freeman,2012,2016,4,131,16.72,5,False
Jeremy Senglin,2014,2017,4,115,16.71,4,False
Buddy Hield,2013,2016,4,132,16.69,4,False
Peyton Aldridge,2015,2018,4,128,16.65,4,False
Tim Kempton,2014,2017,4,120,16.63,4,False
Keifer Sykes,2012,2015,4,119,16.61,4,False
Martez Harrison,2014,2017,4,92,16.59,4,False
Sam Merrill,2017,2020,4,129,16.56,4,False
Kendrick Perry,2011,2014,4,113,16.48,4,False
Anthony Ireland,2011,2014,4,125,16.46,4,False
Chasson Randle,2012,2015,4,144,16.45,4,False
Marcus Burk,2017,2021,4,111,16.44,5,False
Lamar Stevens,2017,2020,4,135,16.43,4,False
Ronshad Shabazz,2016,2019,4,119,16.36,4,False
Chris Gaston,2010,2013,4,99,16.34,4,False
Torrey Craig,2011,2014,4,125,16.29,4,False
Cameron Morse,2015,2018,4,102,16.27,4,False
Cleveland Melvin,2011,2014,4,110,16.26,4,False
Kyle Wilson,2013,2016,4,121,16.25,4,False
Anthony Lamb,2017,2020,4,114,16.24,4,False
Marcus Marshall,2013,2017,4,90,16.19,5,False
Saah Nimley,2012,2015,4,102,16.17,4,False
Dominique Morrison,2009,2012,4,127,16.14,4,False
Georges Niang,2013,2016,4,138,16.14,4,False
Augustine Rubit,2011,2014,4,111,16.09,4,False
Chris Harris,2009,2021,4,88,16.09,13,False
Carlik Jones,2018,2021,4,112,16.08,4,False
Nijal Pearson,2017,2020,4,125,16.07,4,False
Stephen Croone,2013,2016,4,112,16.07,4,False
Troy Huff,2011,2014,4,115,16.02,4,False
Jimmy Hall,2013,2017,4,101,16.0,5,False
Trevon Bluiett,2015,2018,4,141,16.0,4,False
Dj Newbill,2011,2015,4,128,15.99,5,False
Justin Jaworski,2018,2021,4,95,15.99,4,False
Deandre Kane,2011,2014,4,128,15.97,4,False
Keith Braxton,2017,2020,4,124,15.95,4,False
Tanner Leissner,2015,2018,4,113,15.93,4,False
Rashawn Thomas,2014,2017,4,118,15.91,4,False
Isaiah Canaan,2010,2013,4,123,15.87,4,False
Javon McCrea,2011,2014,4,123,15.87,4,False
Marcus Evans,2016,2020,4,121,15.87,5,False
Thomas Wilder,2015,2018,4,123,15.85,4,False
Jameel Warney,2013,2016,4,129,15.82,4,False
Stephan Hicks,2012,2015,4,114,15.81,4,False
Kevin Hervey,2015,2018,4,111,15.76,4,False
Rayvonte Rice,2011,2015,4,123,15.75,5,False
Zach Cooks,2018,2021,4,110,15.73,4,False
Johnny Dee,2012,2015,4,124,15.69,4,False
Wesley Person,2015,2018,4,122,15.68,4,False
Bogdan Bliznyuk,2015,2018,4,129,15.67,4,False
Jairus Lyles,2014,2018,4,105,15.64,5,False
Reed Timmer,2015,2018,4,122,15.63,4,False
Drew McDonald,2016,2019,4,123,15.62,4,False
Jarrell Brantley,2016,2019,4,120,15.6,4,False
Alan Williams,2012,2015,4,104,15.59,4,False
John Konchar,2016,2019,4,121,15.58,4,False
Kevin Murphy,2009,2012,4,119,15.58,4,False
John Shurna,2009,2012,4,130,15.54,4,False
Bj Taylor,2015,2019,4,103,15.51,5,False
Justin James,2016,2019,4,126,15.5,4,False
Macio Teague,2017,2021,4,121,15.46,5,False
Aj Brodeur,2017,2020,4,116,15.45,4,False
Jaylin Walker,2016,2019,4,111,15.41,4,False
Ethan Happ,2016,2019,4,139,15.39,4,False
Sean Kilpatrick,2011,2014,4,140,15.39,4,False
Quinndary Weatherspoon,2016,2019,4,130,15.35,4,False
Eli Pemberton,2017,2020,4,126,15.32,4,False
Corey Hawkins,2011,2015,4,108,15.31,5,False
Francis Alonso,2016,2019,4,129,15.31,4,False
Patrick Miller,2011,2014,4,119,15.3,4,False
Keion Bell,2009,2013,4,110,15.29,5,False
Jerian Grant,2012,2015,4,119,15.28,4,False
Mike Muscala,2010,2013,4,131,15.26,4,False
Ladontae Henton,2012,2015,4,135,15.25,4,False
Matt Mobley,2014,2018,4,126,15.22,5,False
Phlandrous Fleming Jr,2018,2021,4,95,15.22,4,False
Adam Grant,2017,2020,4,119,15.2,4,False
Jordan Burns,2018,2021,4,108,15.2,4,False
Remy Martin,2018,2021,4,118,15.2,4,False
Brian Parker,2016,2019,4,120,15.19,4,False
Elijah Brown,2014,2018,4,128,15.19,5,False
Jj Avila,2011,2015,4,110,15.19,5,False
Cj Massinburg,2016,2019,4,127,15.17,4,False
Evan Bradds,2014,2017,4,125,15.16,4,False
Derrick Marks,2012,2015,4,119,15.14,4,False
Desmar Jackson,2010,2014,4,119,15.12,5,False
Isaiah Miller,2018,2021,4,125,15.12,4,False
Loudon Love,2018,2021,4,114,15.12,4,False
Keith Gabriel,2009,2012,4,109,15.1,4,False
Tayler Persons,2015,2019,4,124,15.07,5,False
Marcquise Reed,2015,2019,4,134,15.06,5,False
Justin Forrest,2018,2021,4,114,15.05,4,False
Christian Keeling,2017,2020,4,117,15.02,4,False
Devin Cannady,2016,2019,4,101,15.01,4,False
Kelan Martin,2015,2018,4,136,15.01,4,False
Mustapha Heron,2017,2020,4,116,14.98,4,False
Antwan Carter,2009,2012,4,108,14.96,4,False
Bryce Cotton,2011,2014,4,130,14.95,4,False
Dyami Starks,2011,2015,4,111,14.95,5,False
Dewayne Russell,2013,2017,4,113,14.94,5,False
Langston Galloway,2011,2014,4,133,14.94,4,False
Marshawn Powell,2010,2013,4,94,14.93,4,False
Seth Curry,2009,2013,4,137,14.91,5,False
Victor Sanders,2015,2018,4,112,14.91,4,False
Harald Frey,2017,2020,4,120,14.9,4,False
Obadiah Noel,2018,2021,4,108,14.9,4,False
Frank Gaines,2010,2013,4,117,14.87,4,False
Julian Boyd,2009,2013,4,104,14.86,5,False
Trey Sumler,2011,2014,4,125,14.86,4,False
Rotnei Clarke,2009,2013,4,124,14.85,5,False
Andrew Kostecka,2017,2020,4,113,14.83,4,False
Ian Dubose,2018,2021,4,96,14.83,4,False
Terrell Gomez,2018,2021,4,118,14.82,4,False
Yante Maten,2015,2018,4,127,14.77,4,False
Kamar Baldwin,2017,2020,4,133,14.75,4,False
Jordan Caroline,2015,2019,4,137,14.73,5,False
Sindarius Thornwell,2014,2017,4,131,14.71,4,False
Khalil Ahmad,2016,2019,4,110,14.69,4,False
Braylon Rayson,2014,2017,4,117,14.68,4,False
Kendrick Nunn,2014,2018,4,126,14.68,5,False
Stephen Thompson Jr,2016,2019,4,120,14.68,4,False
Denzel Mahoney,2017,2021,4,110,14.66,5,False
Chris Fowler,2013,2016,4,112,14.64,4,False
Eric Wise,2009,2013,4,112,14.64,5,False
Kellen Dunham,2013,2016,4,132,14.64,4,False
Le'Bryan Nash,2012,2015,4,124,14.63,4,False
Paul Miller,2015,2018,4,111,14.63,4,False
Bennie Boatwright,2016,2019,4,106,14.59,4,False
Carl Jones,2010,2013,4,126,14.59,4,False
Divine Myles,2015,2018,4,114,14.59,4,False
Dylon Cormier,2011,2014,4,113,14.59,4,False
Ej Crawford,2017,2020,4,129,14.59,4,False
Jahlil Jenkins,2018,2021,4,113,14.59,4,False
Tyreke Key,2018,2021,4,107,14.58,4,False
Corey Walden,2011,2015,4,119,14.57,5,False
Luwane Pipkins,2017,2020,4,121,14.57,4,False
Robert Covington,2010,2013,4,112,14.57,4,False
Zack Rosen,2009,2012,4,117,14.57,4,False
Blake Francis,2017,2021,4,101,14.56,5,False
Kevon Harris,2017,2020,4,113,14.55,4,False
Kobe Webster,2018,2021,4,103,14.55,4,False
Taveion Hollingsworth,2018,2021,4,129,14.55,4,False
Alec Wintering,2014,2017,4,106,14.54,4,False
Ian Clark,2010,2013,4,130,14.54,4,False
Venky Jois,2013,2016,4,116,14.53,4,False
Dj Cooper,2010,2013,4,141,14.52,4,False
Ty Greene,2012,2015,4,119,14.52,4,False
Fred Hunter,2009,2013,4,97,14.49,5,False
Chaz Williams,2010,2014,4,135,14.46,5,False
Darian Anderson,2015,2018,4,101,14.45,4,False
Aaric Murray,2010,2014,4,126,14.43,5,False
Warren Niles,2010,2013,4,134,14.42,4,False
Quinton Rose,2017,2020,4,129,14.41,4,False
Billy Baron,2011,2014,4,104,14.4,4,False
Marreon Jackson,2018,2021,4,124,14.4,4,False
Omar Prewitt,2014,2017,4,118,14.39,4,False
Matthew Dellavedova,2010,2013,4,130,14.38,4,False
Cj Wilcox,2011,2014,4,131,14.36,4,False
Javonte Green,2012,2015,4,122,14.36,4,False
Kwame Vaughn,2009,2013,4,115,14.36,5,False
Tj Haws,2017,2020,4,132,14.35,4,False
Corey Allen,2017,2021,4,106,14.33,5,False
Jamal Olasewere,2010,2013,4,130,14.32,4,False
Alex Hamilton,2013,2016,4,135,14.3,4,False
Jordan Price,2013,2017,4,120,14.28,5,False
Josh Adams,2013,2016,4,124,14.26,4,False
Michael Flowers,2018,2021,4,106,14.26,4,False
Taylor Braun,2011,2014,4,109,14.24,4,False
Devin Watson,2015,2019,4,124,14.23,5,False
Derek Needham,2010,2013,4,131,14.22,4,False
James Woodard,2013,2016,4,129,14.22,4,False
Kendall Anthony,2012,2015,4,134,14.22,4,False
Anthony Raffa,2009,2013,4,111,14.21,5,False
Deion Hammond,2018,2021,4,116,14.21,4,False
Karl Cochran,2012,2015,4,125,14.21,4,False
Donte Clark,2015,2018,4,133,14.2,4,False
McKinley Wright Iv,2018,2021,4,131,14.2,4,False
Cassius Winston,2017,2020,4,139,14.19,4,False
Gerald McLemore,2009,2012,4,112,14.19,4,False
Justin Sears,2013,2016,4,116,14.18,4,False
Stacy Davis,2013,2016,4,120,14.18,4,False
Chris Lykes,2018,2021,4,92,14.17,4,False
De'Mon Brooks,2011,2014,4,122,14.17,4,False
Sean McGonagill,2011,2014,4,110,14.17,4,False
Trevor Releford,2011,2014,4,132,14.17,4,False
Chris Flores,2010,2013,4,107,14.16,4,False
Isiah Umipig,2011,2015,4,118,14.16,5,False
Joshua Braun,2015,2018,4,115,14.16,4,False
Tj Cline,2013,2017,4,135,14.16,5,False
Tj Price,2012,2015,4,121,14.16,4,False
Isaiah Wilkerson,2009,2012,4,102,14.15,4,False
Michael Ertel,2018,2021,4,117,14.15,4,False
Brenton Scott,2015,2018,4,120,14.13,4,False
Quinton Hooker,2014,2017,4,118,14.13,4,False
Jeffery Taylor,2009,2012,4,133,14.11,4,False
Nick Garth,2016,2019,4,111,14.11,4,False
Otis Livingston Ii,2016,2019,4,131,14.11,4,False
Danuel House,2013,2016,4,118,14.1,4,False
Maodo Lo,2013,2016,4,116,14.1,4,False
Matt Scott,2015,2018,4,122,14.1,4,False
Cj Burks,2016,2019,4,128,14.09,4,False
Jordan Ford,2017,2020,4,133,14.09,4,False
Kenny Boynton,2010,2013,4,145,14.02,4,False
Andrew Andrews,2013,2016,4,128,14.01,4,False
Tyler Seibring,2016,2019,4,120,14.01,4,False
Grayson Allen,2015,2018,4,142,13.99,4,False
Joe Rosga,2016,2019,4,112,13.99,4,False
Xavier Cooks,2015,2018,4,116,13.97,4,False
Noruwa Agho,2009,2012,4,85,13.96,4,False
Shabazz Napier,2011,2014,4,143,13.96,4,False
Breein Tyree,2017,2020,4,130,13.94,4,False
Casper Ware,2009,2012,4,125,13.94,4,False
Deshon Taylor,2015,2019,4,119,13.94,5,False
Kyle Weems,2009,2012,4,133,13.91,4,False
Ryan Harrow,2011,2015,4,118,13.91,5,False
Tra Holder,2015,2018,4,129,13.91,4,False
Jud Dillard,2010,2013,4,114,13.9,4,False
Khadeen Carrington,2015,2018,4,132,13.89,4,False
Matt Mooney,2015,2019,4,128,13.88,5,False
Nate Mason,2015,2018,4,124,13.88,4,False
Sheldon McClellan,2012,2016,4,140,13.88,5,False
Payton Pritchard,2017,2020,4,143,13.85,4,False
Roberto Nelson,2011,2014,4,123,13.84,4,False
Cameron Krutwig,2018,2021,4,130,13.83,4,False
Ryan Boatright,2012,2015,4,128,13.83,4,False
Brandon Frazier,2011,2014,4,116,13.81,4,False
Davonté Lacy,2012,2015,4,114,13.81,4,False
Laquentin Miles,2010,2014,4,91,13.81,5,False
Desean Murray,2015,2019,4,89,13.78,5,False
Desi Washington,2011,2015,4,114,13.78,5,False
Elias Harris,2010,2013,4,133,13.78,4,False
Stephen Maxwell,2012,2015,4,115,13.77,4,False
Dee Bost,2009,2012,4,121,13.76,4,False
Jalen Crutcher,2018,2021,4,118,13.75,4,False
Bryce Alford,2014,2017,4,141,13.74,4,False
Joe Chealey,2014,2018,4,125,13.74,5,False
Will Rayman,2017,2020,4,130,13.74,4,False
Jelani Hewitt,2011,2015,4,116,13.73,5,False
Bernard Thompson,2012,2015,4,129,13.72,4,False
Josh Scott,2013,2016,4,123,13.72,4,False
Rian Pearson,2010,2014,4,125,13.71,5,False
James Nunnally,2009,2012,4,118,13.7,4,False
Raheem Appleby,2012,2015,4,123,13.7,4,False
Erick Green,2010,2013,4,129,13.69,4,False
Jeromie Hill,2011,2015,4,115,13.68,5,False
Stephon Carter,2010,2013,4,113,13.68,4,False
David Efianayi,2016,2019,4,108,13.66,4,False
James Thompson Iv,2016,2019,4,117,13.66,4,False
Kareem Jamar,2011,2014,4,113,13.66,4,False
Michael Lyons,2010,2013,4,108,13.66,4,False
Michael Young,2014,2017,4,134,13.66,4,False
Matt Dickey,2009,2012,4,118,13.65,4,False
Max Heidegger,2017,2020,4,93,13.65,4,False
William Buford,2009,2012,4,145,13.65,4,False
Christian Vital,2017,2020,4,126,13.64,4,False
Devin Sibley,2015,2018,4,127,13.64,4,False
Lamont Jones,2010,2013,4,135,13.63,4,False
Jake Cohen,2010,2013,4,126,13.62,4,False
Jaron Blossomgame,2014,2017,4,128,13.61,4,False
Josh Ajayi,2017,2020,4,115,13.61,4,False
Zach Thomas,2015,2018,4,119,13.6,4,False
Robby Ptacek,2009,2012,4,112,13.58,4,False
Tashawn Thomas,2012,2015,4,129,13.58,4,False
Latif Rivers,2011,2014,4,108,13.57,4,False
Lawrence Alexander,2012,2015,4,123,13.56,4,False
Bonzie Colson,2015,2018,4,124,13.54,4,False
Jordan Murphy,2016,2019,4,133,13.54,4,False
Jarron Cumberland,2017,2020,4,133,13.53,4,False
Jose Alvarado,2018,2021,4,105,13.53,4,False
Nic Moore,2012,2016,4,134,13.53,5,False
Malcolm Hill,2014,2017,4,136,13.52,4,False
Treveon Graham,2012,2015,4,140,13.52,4,False
Eli Scott,2018,2021,4,109,13.51,4,False
Ethan Thompson,2018,2021,4,126,13.51,4,False
Ahmaad Rorie,2015,2019,4,131,13.48,5,False
Arlon Harper,2012,2015,4,110,13.47,4,False
Derrick Colter,2013,2016,4,123,13.46,4,False
Jamychal Green,2009,2012,4,121,13.46,4,False
Sam Hauser,2017,2021,4,126,13.45,5,False
Bryson Williams,2017,2021,4,110,13.44,5,False
Cane Broome,2015,2019,4,130,13.44,5,False
Ken Williams,2014,2017,4,118,13.43,4,False
Tamir Jackson,2010,2013,4,120,13.43,4,False
Alessandro Lever,2018,2021,4,116,13.42,4,False
Stanley Umude,2018,2021,4,92,13.41,4,False
Emmanuel Nzekwesi,2017,2020,4,105,13.4,4,False
Jalen Cannon,2012,2015,4,125,13.4,4,False
Shavon Shields,2013,2016,4,121,13.38,4,False
Ian Hummer,2010,2013,4,117,13.35,4,False
Aaron White,2012,2015,4,139,13.34,4,False
Alec Brown,2011,2014,4,119,13.34,4,False
Luke Nelson,2014,2017,4,113,13.34,4,False
Elijah Wilson,2014,2017,4,128,13.33,4,False
Travis McKie,2011,2014,4,127,13.33,4,False
Adam Smith,2012,2016,4,113,13.32,5,False
Kassius Robertson,2015,2018,4,132,13.31,4,False
Keith Clanton,2010,2013,4,122,13.3,4,False
Ella Ellis,2010,2013,4,116,13.29,4,False
Jaelan Sanford,2016,2019,4,129,13.28,4,False
Kendall Williams,2011,2014,4,135,13.27,4,False
Mo Evans,2014,2017,4,105,13.27,4,False
Chris Horton,2013,2016,4,119,13.26,4,False
Kevin Dillard,2009,2013,4,122,13.26,5,False
Zack Bryant,2018,2021,4,85,13.26,4,False
Tj Robinson,2009,2012,4,125,13.24,4,False
Ben Smith,2009,2012,4,133,13.23,4,False
Brad Waldow,2012,2015,4,129,13.21,4,False
Christian Watford,2010,2013,4,132,13.21,4,False
Jon Axel Gudmundsson,2017,2020,4,127,13.2,4,False
Kevin Jones,2009,2012,4,139,13.2,4,False
Marcus Gilbert,2013,2016,4,127,13.19,4,False
Jacob Gilyard,2018,2021,4,116,13.18,4,False
Marcus Georges-Hunt,2013,2016,4,130,13.18,4,False
Egor Koulechov,2014,2018,4,124,13.15,5,False
Jordan Washington,2014,2017,4,117,13.15,4,False
Kameron Edwards,2016,2020,4,101,13.15,5,False
Jordan Downing,2011,2015,4,111,13.13,5,False
Craig Bradshaw,2013,2016,4,125,13.12,4,False
Kyle Wiltjer,2012,2016,4,145,13.12,5,False
Lucas Troutman,2011,2014,4,114,13.12,4,False
Tyreek Duren,2011,2014,4,132,13.12,4,False
Will Cherry,2010,2013,4,110,13.12,4,False
Brandon Anderson,2017,2020,4,104,13.11,4,False
Marquis Wright,2014,2017,4,121,13.11,4,False
Seth Hinrichs,2012,2015,4,116,13.11,4,False
Marcus Paige,2013,2016,4,140,13.1,4,False
Canyon Barry,2014,2017,4,103,13.09,4,False
Daniel Mullings,2012,2015,4,125,13.09,4,False
Jessie Govan,2016,2019,4,128,13.09,4,False
Jarrod Jones,2009,2012,4,119,13.08,4,False
Matt Carlino,2012,2015,4,121,13.08,4,False
Zane Najdawi,2016,2019,4,115,13.08,4,False
Askia Booker,2012,2015,4,132,13.07,4,False
Jared Terrell,2015,2018,4,133,13.07,4,False
